A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),Adsorption energy(ev)
3,3,50,18,18,18,35,11,4,4,69,18,18,18,45,12,2,2,5,3,3,3,4,3,3.582,3.582,0.228,0.479,0.479,0.479,0.474,1.228,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,0.971,2.1,2.1,1.7,0.97,0.97,0.97,1.1,2.2,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,5.1391,6.941,6.941,118.71,35.453,35.453,35.453,79.904,22.99,453.85,453.85,505.21,172.31,172.31,172.31,266.05,371.15,-4190.742257,-5497.554165,-1304.181,0
3,3,82,35,35,35,35,3,4,4,125,45,45,45,45,4,2,2,6,4,4,4,4,2,3.582,3.582,0.129,0.474,0.474,0.474,0.474,3.582,0.534,0.534,11.3,3.12,3.12,3.12,3.12,0.534,2.1,2.1,1.8,1.1,1.1,1.1,1.1,2.1,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,11.8138,5.3917,6.941,6.941,207.2,79.904,79.904,79.904,79.904,6.941,453.85,453.85,600.75,266.05,266.05,266.05,266.05,453.85,-7694.23077,-7896.908529,-200.0479,0
55,55,82,53,53,53,53,9,78,78,125,74,74,74,74,10,6,6,6,5,5,5,5,2,0.242,0.242,0.129,0.214,0.214,0.214,0.214,0.824,1.87,1.87,11.3,4.93,4.93,4.93,4.93,0.0017,3.3,3.3,1.8,1.3,1.3,1.3,1.3,0.57,3.8939,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,17.4228,132.905,132.905,207.2,126.904,126.904,126.904,126.904,18.998,301.7,301.7,600.75,386.65,386.65,386.65,386.65,53.63,-10171.02572,-10830.40812,-656.7593,0
3,3,32,9,9,9,9,12,4,4,41,10,10,10,10,12,2,2,4,2,2,2,2,3,3.582,3.582,0.32,0.824,0.824,0.824,0.824,1.023,0.534,0.534,5.32,0.0017,0.0017,0.0017,0.0017,1.74,2.1,2.1,1.5,0.57,0.57,0.57,0.57,1.7,5.3917,5.3917,7.8994,17.4228,17.4228,17.4228,17.4228,7.6462,6.941,6.941,72.64,18.998,18.998,18.998,18.998,24.305,453.85,453.85,1211.45,53.63,53.63,53.63,53.63,923.15,-5587.936867,-7278.8457,-1688.2915,0
19,19,50,35,35,35,35,19,20,20,69,45,45,45,45,20,4,4,5,4,4,4,4,4,0.757,0.757,0.228,0.474,0.474,0.474,0.474,0.757,0.862,0.862,7.29,3.12,3.12,3.12,3.12,0.862,2.8,2.8,1.7,1.1,1.1,1.1,1.1,2.8,4.3407,4.3407,7.3439,11.8138,11.8138,11.8138,11.8138,4.3407,39.098,39.098,118.71,79.904,79.904,79.904,79.904,39.098,336.5,336.5,505.21,266.05,266.05,266.05,266.05,336.5,-5493.301198,-6286.217941,-790.3531,0
55,55,82,53,53,53,53,11,78,78,125,74,74,74,74,12,6,6,6,5,5,5,5,3,0.242,0.242,0.129,0.214,0.214,0.214,0.214,1.228,1.87,1.87,11.3,4.93,4.93,4.93,4.93,0.971,3.3,3.3,1.8,1.3,1.3,1.3,1.3,2.2,3.8939,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,5.1391,132.905,132.905,207.2,126.904,126.904,126.904,126.904,22.99,301.7,301.7,600.75,386.65,386.65,386.65,386.65,371.15,-10171.02572,-11477.7618,-1304.181,0
37,37,50,9,9,9,9,12,48,48,69,10,10,10,10,12,5,5,5,2,2,2,2,3,0.363,0.363,0.228,0.824,0.824,0.824,0.824,1.023,1.53,1.53,7.29,0.0017,0.0017,0.0017,0.0017,1.74,3,3,1.7,0.57,0.57,0.57,0.57,1.7,4.1771,4.1771,7.3439,17.4228,17.4228,17.4228,17.4228,7.6462,85.468,85.468,118.71,18.998,18.998,18.998,18.998,24.305,312.79,312.79,505.21,53.63,53.63,53.63,53.63,923.15,-6078.786385,-7769.613414,-1688.2915,0
55,55,50,18,18,18,18,19,78,78,69,18,18,18,18,20,6,6,5,3,3,3,3,4,0.242,0.242,0.228,0.479,0.479,0.479,0.479,0.757,1.87,1.87,7.29,0.00321,0.00321,0.00321,0.00321,0.862,3.3,3.3,1.7,0.97,0.97,0.97,0.97,2.8,3.8939,3.8939,7.3439,12.9676,12.9676,12.9676,12.9676,4.3407,132.905,132.905,118.71,35.453,35.453,35.453,35.453,39.098,301.7,301.7,505.21,172.31,172.31,172.31,172.31,336.5,-5298.103631,-6090.979947,-790.3531,0
37,55,82,53,53,53,53,11,48,78,125,74,74,74,74,12,5,6,6,5,5,5,5,3,0.363,0.242,0.129,0.214,0.214,0.214,0.214,1.228,1.53,1.87,11.3,4.93,4.93,4.93,4.93,0.971,3,3.3,1.8,1.3,1.3,1.3,1.3,2.2,4.1771,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,5.1391,85.468,132.905,207.2,126.904,126.904,126.904,126.904,22.99,312.79,301.7,600.75,386.65,386.65,386.65,386.65,371.15,-10086.33636,-11393.03672,-1304.181,0
3,3,32,53,53,53,53,11,4,4,41,74,74,74,74,12,2,2,4,5,5,5,5,3,3.582,3.582,0.32,0.214,0.214,0.214,0.214,1.228,0.534,0.534,5.32,4.93,4.93,4.93,4.93,0.971,2.1,2.1,1.5,1.3,1.3,1.3,1.3,2.2,5.3917,5.3917,7.8994,10.4513,10.4513,10.4513,10.4513,5.1391,6.941,6.941,72.64,126.904,126.904,126.904,126.904,22.99,453.85,453.85,1211.45,386.65,386.65,386.65,386.65,371.15,-6131.508999,-7438.209109,-1304.181,0
19,19,32,35,35,35,35,19,20,20,41,45,45,45,45,20,4,4,4,4,4,4,4,4,0.757,0.757,0.32,0.474,0.474,0.474,0.474,0.757,0.862,0.862,5.32,3.12,3.12,3.12,3.12,0.862,2.8,2.8,1.5,1.1,1.1,1.1,1.1,2.8,4.3407,4.3407,7.8994,11.8138,11.8138,11.8138,11.8138,4.3407,39.098,39.098,72.64,79.904,79.904,79.904,79.904,39.098,336.5,336.5,1211.45,266.05,266.05,266.05,266.05,336.5,-5982.225723,-6775.090466,-790.3531,0
11,11,50,18,18,18,35,20,12,12,69,18,18,18,45,20,3,3,5,3,3,3,4,4,1.228,1.228,0.228,0.479,0.479,0.479,0.474,0.647,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,1.54,2.2,2.2,1.7,0.97,0.97,0.97,1.1,2.2,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,6.1132,22.99,22.99,118.71,35.453,35.453,35.453,79.904,40.078,371.15,371.15,505.21,172.31,172.31,172.31,266.05,1112.15,-6396.420853,-7401.244842,-1002.3398,0
37,37,32,18,18,18,18,19,48,48,41,18,18,18,18,20,5,5,4,3,3,3,3,4,0.363,0.363,0.32,0.479,0.479,0.479,0.479,0.757,1.53,1.53,5.32,0.00321,0.00321,0.00321,0.00321,0.862,3,3,1.5,0.97,0.97,0.97,0.97,2.8,4.1771,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,4.3407,85.468,85.468,72.64,35.453,35.453,35.453,35.453,39.098,312.79,312.79,1211.45,172.31,172.31,172.31,172.31,336.5,-5617.54622,-6410.376556,-790.3531,0
19,19,50,35,35,53,18,19,20,20,69,45,45,74,18,20,4,4,5,4,4,5,3,4,0.757,0.757,0.228,0.474,0.474,0.214,0.479,0.757,0.862,0.862,7.29,3.12,3.12,4.93,0.00321,0.862,2.8,2.8,1.7,1.1,1.1,1.3,0.97,2.8,4.3407,4.3407,7.3439,11.8138,11.8138,10.4513,12.9676,4.3407,39.098,39.098,118.71,79.904,79.904,126.904,35.453,39.098,336.5,336.5,505.21,266.05,266.05,386.65,172.31,336.5,-5784.632888,-6577.460627,-790.3531,0
37,37,32,9,9,9,35,3,48,48,41,10,10,10,45,4,5,5,4,2,2,2,4,2,0.363,0.363,0.32,0.824,0.824,0.824,0.474,3.582,1.53,1.53,5.32,0.0017,0.0017,0.0017,3.12,0.534,3,3,1.5,0.57,0.57,0.57,1.1,2.1,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,11.8138,5.3917,85.468,85.468,72.64,18.998,18.998,18.998,79.904,6.941,312.79,312.79,1211.45,53.63,53.63,53.63,266.05,453.85,-6373.053415,-6575.557981,-200.0479,0
37,37,82,18,18,18,18,19,48,48,125,18,18,18,18,20,5,5,6,3,3,3,3,4,0.363,0.363,0.129,0.479,0.479,0.479,0.479,0.757,1.53,1.53,11.3,0.00321,0.00321,0.00321,0.00321,0.862,3,3,1.8,0.97,0.97,0.97,0.97,2.8,4.1771,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,4.3407,85.468,85.468,207.2,35.453,35.453,35.453,35.453,39.098,312.79,312.79,600.75,172.31,172.31,172.31,172.31,336.5,-8509.822242,-9302.623806,-790.3531,0
11,11,32,35,35,35,35,19,12,12,41,45,45,45,45,20,3,3,4,4,4,4,4,4,1.228,1.228,0.32,0.474,0.474,0.474,0.474,0.757,0.971,0.971,5.32,3.12,3.12,3.12,3.12,0.862,2.2,2.2,1.5,1.1,1.1,1.1,1.1,2.8,5.1391,5.1391,7.8994,11.8138,11.8138,11.8138,11.8138,4.3407,22.99,22.99,72.64,79.904,79.904,79.904,79.904,39.098,371.15,371.15,1211.45,266.05,266.05,266.05,266.05,336.5,-7007.75117,-7800.548916,-790.3531,0
55,55,82,53,53,53,18,11,78,78,125,74,74,74,18,12,6,6,6,5,5,5,3,3,0.242,0.242,0.129,0.214,0.214,0.214,0.479,1.228,1.87,1.87,11.3,4.93,4.93,4.93,0.00321,0.971,3.3,3.3,1.8,1.3,1.3,1.3,0.97,2.2,3.8939,3.8939,7.4167,10.4513,10.4513,10.4513,12.9676,5.1391,132.905,132.905,207.2,126.904,126.904,126.904,35.453,22.99,301.7,301.7,600.75,386.65,386.65,386.65,172.31,371.15,-9797.945739,-11104.55586,-1304.181,0
37,37,32,9,9,9,9,12,48,48,41,10,10,10,10,12,5,5,4,2,2,2,2,3,0.363,0.363,0.32,0.824,0.824,0.824,0.824,1.023,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,1.74,3,3,1.5,0.57,0.57,0.57,0.57,1.7,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,7.6462,85.468,85.468,72.64,18.998,18.998,18.998,18.998,24.305,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,923.15,-6567.604186,-8258.310385,-1688.2915,0
11,11,82,35,35,35,53,11,12,12,125,45,45,45,74,12,3,3,6,4,4,4,5,3,1.228,1.228,0.129,0.474,0.474,0.474,0.214,1.228,0.971,0.971,11.3,3.12,3.12,3.12,4.93,0.971,2.2,2.2,1.8,1.1,1.1,1.1,1.3,2.2,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,10.4513,5.1391,22.99,22.99,207.2,79.904,79.904,79.904,126.904,22.99,371.15,371.15,600.75,266.05,266.05,266.05,386.65,371.15,-10232.14793,-11538.74361,-1304.181,0
3,3,32,35,35,35,35,3,4,4,41,45,45,45,45,4,2,2,4,4,4,4,4,2,3.582,3.582,0.32,0.474,0.474,0.474,0.474,3.582,0.534,0.534,5.32,3.12,3.12,3.12,3.12,0.534,2.1,2.1,1.5,1.1,1.1,1.1,1.1,2.1,5.3917,5.3917,7.8994,11.8138,11.8138,11.8138,11.8138,5.3917,6.941,6.941,72.64,79.904,79.904,79.904,79.904,6.941,453.85,453.85,1211.45,266.05,266.05,266.05,266.05,453.85,-4802.114496,-5004.575691,-200.0479,0
37,37,32,35,35,35,35,19,48,48,41,45,45,45,45,20,5,5,4,4,4,4,4,4,0.363,0.363,0.32,0.474,0.474,0.474,0.474,0.757,1.53,1.53,5.32,3.12,3.12,3.12,3.12,0.862,3,3,1.5,1.1,1.1,1.1,1.1,2.8,4.1771,4.1771,7.8994,11.8138,11.8138,11.8138,11.8138,4.3407,85.468,85.468,72.64,79.904,79.904,79.904,79.904,39.098,312.79,312.79,1211.45,266.05,266.05,266.05,266.05,336.5,-5780.669715,-6573.421878,-790.3531,0
19,19,50,53,53,53,53,11,20,20,69,74,74,74,74,12,4,4,5,5,5,5,5,3,0.757,0.757,0.228,0.214,0.214,0.214,0.214,1.228,0.862,0.862,7.29,4.93,4.93,4.93,4.93,0.971,2.8,2.8,1.7,1.3,1.3,1.3,1.3,2.2,4.3407,4.3407,7.3439,10.4513,10.4513,10.4513,10.4513,5.1391,39.098,39.098,118.71,126.904,126.904,126.904,126.904,22.99,336.5,336.5,505.21,386.65,386.65,386.65,386.65,371.15,-6822.075172,-8128.653947,-1304.181,0
19,19,82,53,53,53,53,11,20,20,125,74,74,74,74,12,4,4,6,5,5,5,5,3,0.757,0.757,0.129,0.214,0.214,0.214,0.214,1.228,0.862,0.862,11.3,4.93,4.93,4.93,4.93,0.971,2.8,2.8,1.8,1.3,1.3,1.3,1.3,2.2,4.3407,4.3407,7.4167,10.4513,10.4513,10.4513,10.4513,5.1391,39.098,39.098,207.2,126.904,126.904,126.904,126.904,22.99,336.5,336.5,600.75,386.65,386.65,386.65,386.65,371.15,-10203.06356,-11509.62561,-1304.181,0
11,19,32,18,18,18,18,20,12,20,41,18,18,18,18,20,3,4,4,3,3,3,3,4,1.228,0.757,0.32,0.479,0.479,0.479,0.479,0.647,0.971,0.862,5.32,0.00321,0.00321,0.00321,0.00321,1.54,2.2,2.8,1.5,0.97,0.97,0.97,0.97,2.2,5.1391,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,6.1132,22.99,39.098,72.64,35.453,35.453,35.453,35.453,40.078,371.15,336.5,1211.45,172.31,172.31,172.31,172.31,1112.15,-6331.743092,-7336.428106,-1002.3398,0
55,55,82,9,9,9,9,11,78,78,125,10,10,10,10,12,6,6,6,2,2,2,2,3,0.242,0.242,0.129,0.824,0.824,0.824,0.824,1.228,1.87,1.87,11.3,0.0017,0.0017,0.0017,0.0017,0.971,3.3,3.3,1.8,0.57,0.57,0.57,0.57,2.2,3.8939,3.8939,7.4167,17.4228,17.4228,17.4228,17.4228,5.1391,132.905,132.905,207.2,18.998,18.998,18.998,18.998,22.99,301.7,301.7,600.75,53.63,53.63,53.63,53.63,371.15,-9629.213756,-10935.73728,-1304.181,0
55,55,82,53,53,53,53,13,78,78,125,74,74,74,74,14,6,6,6,5,5,5,5,3,0.242,0.242,0.129,0.214,0.214,0.214,0.214,0.897,1.87,1.87,11.3,4.93,4.93,4.93,4.93,2.7,3.3,3.3,1.8,1.3,1.3,1.3,1.3,1.8,3.8939,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,5.9858,132.905,132.905,207.2,126.904,126.904,126.904,126.904,26.982,301.7,301.7,600.75,386.65,386.65,386.65,386.65,933.4,-10171.02572,-10280.49447,-107.1302,0
19,19,82,9,18,35,53,19,20,20,125,10,18,45,74,20,4,4,6,2,3,4,5,4,0.757,0.757,0.129,0.824,0.479,0.474,0.214,0.757,0.862,0.862,11.3,0.0017,0.00321,3.12,4.93,0.862,2.8,2.8,1.8,0.57,0.97,1.1,1.3,2.8,4.3407,4.3407,7.4167,17.4228,12.9676,11.8138,10.4513,4.3407,39.098,39.098,207.2,18.998,35.453,79.904,126.904,39.098,336.5,336.5,600.75,53.63,266.05,266.05,386.65,336.5,-9362.816322,-10155.50099,-790.3531,0
19,19,32,18,18,18,18,19,20,20,41,18,18,18,18,20,4,4,4,3,3,3,3,4,0.757,0.757,0.32,0.479,0.479,0.479,0.479,0.757,0.862,0.862,5.32,0.00321,0.00321,0.00321,0.00321,0.862,2.8,2.8,1.5,0.97,0.97,0.97,0.97,2.8,4.3407,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,4.3407,39.098,39.098,72.64,35.453,35.453,35.453,35.453,39.098,336.5,336.5,1211.45,172.31,172.31,172.31,172.31,336.5,-5819.009288,-6611.690674,-790.3531,0
37,37,82,9,9,9,53,19,48,48,125,10,10,10,74,20,5,5,6,2,2,2,5,4,0.363,0.363,0.129,0.824,0.824,0.824,0.214,0.757,1.53,1.53,11.3,0.0017,0.0017,0.0017,4.93,0.862,3,3,1.8,0.57,0.57,0.57,1.3,2.8,4.1771,4.1771,7.4167,17.4228,17.4228,17.4228,10.4513,4.3407,85.468,85.468,207.2,18.998,18.998,18.998,126.904,39.098,312.79,312.79,600.75,53.63,53.63,53.63,386.65,336.5,-9596.362342,-10389.04089,-790.3531,0
19,55,50,18,18,18,18,19,20,78,69,18,18,18,18,20,4,6,5,3,3,3,3,4,0.757,0.242,0.228,0.479,0.479,0.479,0.479,0.757,0.862,1.87,7.29,0.00321,0.00321,0.00321,0.00321,0.862,2.8,3.3,1.7,0.97,0.97,0.97,0.97,2.8,4.3407,3.8939,7.3439,12.9676,12.9676,12.9676,12.9676,4.3407,39.098,132.905,118.71,35.453,35.453,35.453,35.453,39.098,336.5,301.7,505.21,172.31,172.31,172.31,172.31,336.5,-5314.29355,-6106.935942,-790.3531,0
3,3,32,35,35,35,35,20,4,4,41,45,45,45,45,20,2,2,4,4,4,4,4,4,3.582,3.582,0.32,0.474,0.474,0.474,0.474,0.647,0.534,0.534,5.32,3.12,3.12,3.12,3.12,1.54,2.1,2.1,1.5,1.1,1.1,1.1,1.1,2.2,5.3917,5.3917,7.8994,11.8138,11.8138,11.8138,11.8138,6.1132,6.941,6.941,72.64,79.904,79.904,79.904,79.904,40.078,453.85,453.85,1211.45,266.05,266.05,266.05,266.05,1112.15,-4802.114496,-5806.737848,-1002.3398,0
55,55,82,53,53,53,53,12,78,78,125,74,74,74,74,12,6,6,6,5,5,5,5,3,0.242,0.242,0.129,0.214,0.214,0.214,0.214,1.023,1.87,1.87,11.3,4.93,4.93,4.93,4.93,1.74,3.3,3.3,1.8,1.3,1.3,1.3,1.3,1.7,3.8939,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,7.6462,132.905,132.905,207.2,126.904,126.904,126.904,126.904,24.305,301.7,301.7,600.75,386.65,386.65,386.65,386.65,923.15,-10171.02572,-11861.59289,-1688.2915,0
37,37,82,53,53,53,53,11,48,48,125,74,74,74,74,12,5,5,6,5,5,5,5,3,0.363,0.363,0.129,0.214,0.214,0.214,0.214,1.228,1.53,1.53,11.3,4.93,4.93,4.93,4.93,0.971,3,3,1.8,1.3,1.3,1.3,1.3,2.2,4.1771,4.1771,7.4167,10.4513,10.4513,10.4513,10.4513,5.1391,85.468,85.468,207.2,126.904,126.904,126.904,126.904,22.99,312.79,312.79,600.75,386.65,386.65,386.65,386.65,371.15,-10001.63084,-11308.08457,-1304.181,0
55,55,32,53,53,53,53,11,78,78,41,74,74,74,74,12,6,6,4,5,5,5,5,3,0.242,0.242,0.32,0.214,0.214,0.214,0.214,1.228,1.87,1.87,5.32,4.93,4.93,4.93,4.93,0.971,3.3,3.3,1.5,1.3,1.3,1.3,1.3,2.2,3.8939,3.8939,7.8994,10.4513,10.4513,10.4513,10.4513,5.1391,132.905,132.905,72.64,126.904,126.904,126.904,126.904,22.99,301.7,301.7,1211.45,386.65,386.65,386.65,386.65,371.15,-7279.26879,-8585.721806,-1304.181,0
37,37,50,18,18,18,18,19,48,48,69,18,18,18,18,20,5,5,5,3,3,3,3,4,0.363,0.363,0.228,0.479,0.479,0.479,0.479,0.757,1.53,1.53,7.29,0.00321,0.00321,0.00321,0.00321,0.862,3,3,1.7,0.97,0.97,0.97,0.97,2.8,4.1771,4.1771,7.3439,12.9676,12.9676,12.9676,12.9676,4.3407,85.468,85.468,118.71,35.453,35.453,35.453,35.453,39.098,312.79,312.79,505.21,172.31,172.31,172.31,172.31,336.5,-5128.741271,-5921.361869,-790.3531,0
55,55,50,35,35,53,53,11,78,78,69,45,45,74,74,12,6,6,5,4,4,5,5,3,0.242,0.242,0.228,0.474,0.474,0.214,0.214,1.228,1.87,1.87,7.29,3.12,3.12,4.93,4.93,0.971,3.3,3.3,1.7,1.1,1.1,1.3,1.3,2.2,3.8939,3.8939,7.3439,11.8138,11.8138,10.4513,10.4513,5.1391,132.905,132.905,118.71,79.904,79.904,126.904,126.904,22.99,301.7,301.7,505.21,266.05,266.05,386.65,386.65,371.15,-6125.679725,-7432.10837,-1304.181,0
11,11,32,53,53,53,53,11,12,12,41,74,74,74,74,12,3,3,4,5,5,5,5,3,1.228,1.228,0.32,0.214,0.214,0.214,0.214,1.228,0.971,0.971,5.32,4.93,4.93,4.93,4.93,0.971,2.2,2.2,1.5,1.3,1.3,1.3,1.3,2.2,5.1391,5.1391,7.8994,10.4513,10.4513,10.4513,10.4513,5.1391,22.99,22.99,72.64,126.904,126.904,126.904,126.904,22.99,371.15,371.15,1211.45,386.65,386.65,386.65,386.65,371.15,-8337.023484,-9643.44873,-1304.181,0
11,11,82,35,35,35,35,11,12,12,125,45,45,45,45,12,3,3,6,4,4,4,4,3,1.228,1.228,0.129,0.474,0.474,0.474,0.474,1.228,0.971,0.971,11.3,3.12,3.12,3.12,3.12,0.971,2.2,2.2,1.8,1.1,1.1,1.1,1.1,2.2,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,5.1391,22.99,22.99,207.2,79.904,79.904,79.904,79.904,22.99,371.15,371.15,600.75,266.05,266.05,266.05,266.05,371.15,-9899.854619,-11206.2711,-1304.181,0
11,11,50,18,18,18,35,19,12,12,69,18,18,18,45,20,3,3,5,3,3,3,4,4,1.228,1.228,0.228,0.479,0.479,0.479,0.474,0.757,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,0.862,2.2,2.2,1.7,0.97,0.97,0.97,1.1,2.8,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,4.3407,22.99,22.99,118.71,35.453,35.453,35.453,79.904,39.098,371.15,371.15,505.21,172.31,172.31,172.31,266.05,336.5,-6396.420853,-7189.006756,-790.3531,0
19,19,32,9,9,18,18,3,20,20,41,10,10,18,18,4,4,4,4,2,2,3,3,2,0.757,0.757,0.32,0.824,0.824,0.479,0.479,3.582,0.862,0.862,5.32,0.0017,0.0017,0.00321,0.00321,0.534,2.8,2.8,1.5,0.57,0.57,0.97,0.97,2.1,4.3407,4.3407,7.8994,17.4228,17.4228,12.9676,12.9676,5.3917,39.098,39.098,72.64,18.998,18.998,35.453,35.453,6.941,336.5,336.5,1211.45,53.63,53.63,172.31,172.31,453.85,-6296.270377,-6498.548788,-200.0479,0
37,37,50,53,53,53,53,11,48,48,69,74,74,74,74,12,5,5,5,5,5,5,5,3,0.363,0.363,0.228,0.214,0.214,0.214,0.214,1.228,1.53,1.53,7.29,4.93,4.93,4.93,4.93,0.971,3,3,1.7,1.3,1.3,1.3,1.3,2.2,4.1771,4.1771,7.3439,10.4513,10.4513,10.4513,10.4513,5.1391,85.468,85.468,118.71,126.904,126.904,126.904,126.904,22.99,312.79,312.79,505.21,386.65,386.65,386.65,386.65,371.15,-6620.778866,-7927.168117,-1304.181,0
3,3,82,35,35,35,53,20,4,4,125,45,45,45,74,20,2,2,6,4,4,4,5,4,3.582,3.582,0.129,0.474,0.474,0.474,0.214,0.647,0.534,0.534,11.3,3.12,3.12,3.12,4.93,1.54,2.1,2.1,1.8,1.1,1.1,1.1,1.3,2.2,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,10.4513,6.1132,6.941,6.941,207.2,79.904,79.904,79.904,126.904,40.078,453.85,453.85,600.75,266.05,266.05,266.05,386.65,1112.15,-8026.537709,-9031.080309,-1002.3398,0
55,55,50,53,53,53,53,13,78,78,69,74,74,74,74,14,6,6,5,5,5,5,5,3,0.242,0.242,0.228,0.214,0.214,0.214,0.214,0.897,1.87,1.87,7.29,4.93,4.93,4.93,4.93,2.7,3.3,3.3,1.7,1.3,1.3,1.3,1.3,1.8,3.8939,3.8939,7.3439,10.4513,10.4513,10.4513,10.4513,5.9858,132.905,132.905,118.71,126.904,126.904,126.904,126.904,26.982,301.7,301.7,505.21,386.65,386.65,386.65,386.65,933.4,-6790.158099,-6899.476701,-107.1302,0
3,3,32,18,18,18,18,20,4,4,41,18,18,18,18,20,2,2,4,3,3,3,3,4,3.582,3.582,0.32,0.479,0.479,0.479,0.479,0.647,0.534,0.534,5.32,0.00321,0.00321,0.00321,0.00321,1.54,2.1,2.1,1.5,0.97,0.97,0.97,0.97,2.2,5.3917,5.3917,7.8994,12.9676,12.9676,12.9676,12.9676,6.1132,6.941,6.941,72.64,35.453,35.453,35.453,35.453,40.078,453.85,453.85,1211.45,172.31,172.31,172.31,172.31,1112.15,-4638.725673,-5643.238651,-1002.3398,0
19,19,32,53,53,53,53,11,20,20,41,74,74,74,74,12,4,4,4,5,5,5,5,3,0.757,0.757,0.32,0.214,0.214,0.214,0.214,1.228,0.862,0.862,5.32,4.93,4.93,4.93,4.93,0.971,2.8,2.8,1.5,1.3,1.3,1.3,1.3,2.2,4.3407,4.3407,7.8994,10.4513,10.4513,10.4513,10.4513,5.1391,39.098,39.098,72.64,126.904,126.904,126.904,126.904,22.99,336.5,336.5,1211.45,386.65,386.65,386.65,386.65,371.15,-7311.272416,-8617.622625,-1304.181,0
11,11,32,18,18,18,18,20,12,12,41,18,18,18,18,20,3,3,4,3,3,3,3,4,1.228,1.228,0.32,0.479,0.479,0.479,0.479,0.647,0.971,0.971,5.32,0.00321,0.00321,0.00321,0.00321,1.54,2.2,2.2,1.5,0.97,0.97,0.97,0.97,2.2,5.1391,5.1391,7.8994,12.9676,12.9676,12.9676,12.9676,6.1132,22.99,22.99,72.64,35.453,35.453,35.453,35.453,40.078,371.15,371.15,1211.45,172.31,172.31,172.31,172.31,1112.15,-6844.478788,-7848.984836,-1002.3398,0
37,37,82,9,9,9,9,11,48,48,125,10,10,10,10,12,5,5,6,2,2,2,2,3,0.363,0.363,0.129,0.824,0.824,0.824,0.824,1.228,1.53,1.53,11.3,0.0017,0.0017,0.0017,0.0017,0.971,3,3,1.8,0.57,0.57,0.57,0.57,2.2,4.1771,4.1771,7.4167,17.4228,17.4228,17.4228,17.4228,5.1391,85.468,85.468,207.2,18.998,18.998,18.998,18.998,22.99,312.79,312.79,600.75,53.63,53.63,53.63,53.63,371.15,-9459.697537,-10766.03719,-1304.181,0
