,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,Adsorption energy(ev)
B NumberofNeutrons,0.05965362849923961,0.06921422602294659,0.9995525218609947,0.12347668838238397,0.13332966058853313,0.12399966269294439,0.15175292810947502,1.3859689434165178e-16,0.05585374796742401,0.07239778869370767,1.0,0.12310251131051517,0.128991695234875,0.12223864391574958,0.15707750450280605,1.1380776910914231e-16,0.06547048930041258,0.05963821068439529,0.981834452580274,0.12229533125710283,0.13861199163000398,0.12562244381357235,0.1397862054104329,-3.5578196958103097e-16,-0.05963613109457654,-0.02724970999760992,-0.9856502370998245,-0.09807683142123615,-0.12625195690275276,-0.08980461622959754,-0.11991835897498089,6.748865506496077e-17,0.05323486076770742,0.06858204497427486,0.9999905464592512,0.12879990548930173,0.128813129006858,0.1357523010308119,0.15449042112017186,-4.5213522121533744e-17,0.06941316527432803,0.057315951653908806,0.9277021764400113,0.11105667820298627,0.13771780081706958,0.11427508769408745,0.11548252580301734,5.2397092081495107e-17,-0.07084820169929801,-0.05001868936290052,-0.6656881709638829,-0.10755036339093905,-0.137475280665734,-0.11422296629777717,-0.09940524089495884,6.414071315360915e-18,0.05759939681692495,0.07119095800893183,0.9999489383028417,0.12347159892814585,0.13071407536224014,0.12322871131329147,0.1552667166243068,1.6707133152224998e-17,-0.06463999527716804,-0.03766697109016216,-0.6625562402036688,0.11659699525463355,0.1471573947278026,0.12022488928003179,0.1397786384065477,7.29751189055743e-18,-0.7657666147061661,-0.7210526197229273,7.568634036371047e-17,,,-0.02814357938690862,,,,,,-0.08883153449902022,,-0.040936115471866985,,,,,,-0.07951195880889954,,-0.011472547965473005,,,,,,,,,,,,,-0.7518094115561117,,,0.07475941206784455,,0.0358191010378837,,,,,,,,,,,,,-0.20049160254417162,,,0.09632460530558962,,0.04593211450616259,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9451746977082373,,,,,,,,,,,,,,,,,,,,,,0.010736868526186468
X1 NumberofNeutrons,0.08741309959430744,0.08914145691609064,0.12389168906367967,0.9963182751319908,0.9951700572313469,0.9390011170014737,0.8051873224284462,7.472343463280097e-17,0.09107448520508028,0.09496064038741471,0.12310251131051517,1.0,0.999338361429092,0.9412238061345789,0.80250048619498,3.168602090112524e-16,0.07790517127000261,0.07585754031683349,0.12622158419424065,0.9733059229706712,0.9709829200923271,0.92034746233648,0.7973180985366152,-1.6100387234517572e-15,-0.045869080428235134,-0.03163331347298478,-0.12610032274442867,-0.8726379822595153,-0.863368561543808,-0.827426455137323,-0.7271094220186199,9.062535110116394e-17,0.08226402287970055,0.07891977860096468,0.12297862147019568,0.9861526488721307,0.9861515193710406,0.9311568659951521,0.7876514563499756,-1.0744244528979214e-16,0.07448729874618835,0.07421798409227608,0.1247392556592072,0.8938711418453636,0.887135409597184,0.8487580041313858,0.7463656552739961,6.814456235070803e-17,-0.06730999502439913,-0.06439557361354505,-0.1030098262011655,-0.8442351501292148,-0.8353250941714764,-0.8025093440588246,-0.70770820280252,-2.516705100602363e-16,0.08949164592302168,0.09234136350254697,0.12338144730140649,0.9995443599312979,0.9987328258884592,0.9412149115905272,0.8040078293260247,2.382543133320686e-16,-0.05514154536530488,-0.04391617291697101,-0.10270280199397369,0.9616762710067795,0.9484086009495281,0.9159585183597896,0.7949738058467316,4.039585077069046e-16,-0.23275104187271786,-0.21923256673061775,2.624711802188449e-17,,,-0.019758480579428344,,,,,,-0.6072664787117665,,-0.03742334732262563,,,,,,-0.4207869480985605,,-0.029190593020450874,,,,,,,,,,,,,-0.111160285222769,,,0.22176808181784677,,-0.023684006522361054,,,,,,,,,,,,,0.0029703556873045805,,,0.8301736274755814,,0.11300976035905023,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10713625376265329,,,,,,,,,,,,,,,,,,,,,,-0.04078964889766726
X2 NumberofNeutrons,0.08661850859731689,0.08808381750400346,0.12972484290369396,0.9952125130330669,0.9962756658552936,0.9438449757733316,0.81367723611738,8.069140863887916e-17,0.0897188354881918,0.09337700104555093,0.128991695234875,0.999338361429092,1.0,0.9458988312062282,0.8111268115636173,3.2269628502183397e-16,0.07840167371242664,0.07605150831625108,0.13166509613043792,0.9714676662243601,0.9728079546115838,0.9254377681300987,0.8054184562328671,-1.6230439132794959e-15,-0.04777470571614416,-0.03326808920485172,-0.1316036835133523,-0.8698247983576947,-0.8670545887099727,-0.8307980989147484,-0.7348319993797549,9.81698132525345e-17,0.08027118917614767,0.07664740695800282,0.12887551143950476,0.9858959513145487,0.9858977727841329,0.9366022108213586,0.7958243770194712,-1.0934025635643625e-16,0.07602615799943721,0.07548110529966809,0.12953627320577438,0.8909544916581527,0.8902780867699949,0.8535284726955694,0.7536577603396399,6.838506481055413e-17,-0.0695032516032074,-0.06631886369461991,-0.1055981397518138,-0.8408833552890759,-0.8387976723435446,-0.8074680732906273,-0.714274930972358,-2.4979348868717534e-16,0.08836636100221008,0.09097189250798136,0.129252291875854,0.9987268165106666,0.9995414918571293,0.9459688839551055,0.8125857677191104,2.3887338861523692e-16,-0.056905473052510216,-0.0453937633631815,-0.1052677048161058,0.9596974294166798,0.9535620996302351,0.9207534287869853,0.8031598147050327,4.0228966175453225e-16,-0.23862722802845376,-0.22476463607183503,3.103670068898931e-17,,,-0.021929216966284765,,,,,,-0.6093785822942276,,-0.03965642828633516,,,,,,-0.4223658436198355,,-0.021050185882273864,,,,,,,,,,,,,-0.11441081207582658,,,0.2224883780496895,,-0.025868597259629346,,,,,,,,,,,,,4.083341037440407e-05,,,0.8332319668186793,,0.1113879621628404,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11328549151619423,,,,,,,,,,,,,,,,,,,,,,-0.040096767741616385
X3 NumberofNeutrons,0.11969316170355337,0.11532349294863231,0.12498109838668886,0.9398360172643373,0.947631207946389,0.9966239560755852,0.8497158839695715,1.5738624564004342e-16,0.11780241766241202,0.11552487095721321,0.12223864391574958,0.9412238061345789,0.9458988312062282,1.0,0.8475090821390712,3.7620278256793726e-16,0.12047215087790998,0.11283112530882357,0.13776090260681703,0.9217598636869154,0.9343381251444234,0.9749716994284262,0.8400075877793705,-1.7312358638465959e-15,-0.09241180155362545,-0.07498697304519825,-0.1362692992746748,-0.8264274627657859,-0.8438899164523819,-0.8792369179423588,-0.7796875701106615,1.589297830906165e-16,0.10663621072534216,0.09768004419942283,0.12183088098590276,0.9295585812358901,0.9295693315242658,0.9870595948664249,0.8238854581654699,-1.3254254803784666e-16,0.12452072924457155,0.1189407227453907,0.14831079285453677,0.8508527982115375,0.8690262365805913,0.8976406963432895,0.7884542274536979,-2.1674550981091692e-18,-0.12160979075404074,-0.11396358196434445,-0.15115374348446167,-0.8069966725981131,-0.8262753817853176,-0.8466649365419944,-0.7448835089836184,-1.7910040411920164e-16,0.11869673064203594,0.11540607877006662,0.12317737883928694,0.9415752249020121,0.9473280717966439,0.9995846584991931,0.8487397605487839,2.1976808214540396e-16,-0.10433302493967087,-0.08937000092231522,-0.15103106175826042,0.930901227782933,0.9472445502880393,0.9711076908679994,0.8401644795488917,3.636294239523233e-16,-0.20465803078272946,-0.19277149941448954,1.009595456404019e-16,,,-0.05902667119643925,,,,,,-0.6204110784441409,,-0.0761634467050827,,,,,,-0.39940696468144177,,0.020554618772636146,,,,,,,,,,,,,-0.15355967399197099,,,0.2121453710065669,,0.008251040059717156,,,,,,,,,,,,,0.0671047496505214,,,0.8316871732607642,,0.10906160847592922,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08499934955732744,,,,,,,,,,,,,,,,,,,,,,-0.03602889941966169
X4 NumberofNeutrons,0.052165314019968295,0.043952357762229985,0.15838990804194159,0.7982098709772735,0.8126016020093987,0.8450424335684079,0.9968161906028806,1.9598362399875192e-16,0.05051313190586398,0.04495454523470694,0.15707750450280605,0.80250048619498,0.8111268115636173,0.8475090821390712,1.0,4.403219549831004e-16,0.050971673513440285,0.03833067481701654,0.16299474297364913,0.7776327582634375,0.8011630025709987,0.8278074858722868,0.9755465475992658,-1.9491845036918736e-15,-0.04211330065220812,-0.017839182969668257,-0.1626262163927619,-0.6871469370107394,-0.7246866832999705,-0.7245914555433681,-0.8718485020309319,2.374392323344833e-16,0.062128778598473405,0.04860275735594005,0.1568750249396559,0.7964657381612283,0.7964852739692302,0.8495626664499922,0.9870130633972172,-1.479589736271002e-16,0.0467886937258361,0.03683811233539558,0.16297776541381093,0.7088009985325727,0.7454163353959521,0.7573095664998909,0.8935954949308821,-1.0151209303701438e-16,-0.045022363147982955,-0.032283952064358676,-0.13905882606969994,-0.6683992514883316,-0.7086050185580716,-0.7174665575361223,-0.8371046625995954,-1.5449682964478025e-16,0.0516547316019092,0.044833321729020416,0.15753660583293133,0.8017324643062063,0.8123377942403083,0.8475171325491364,0.9996140178821097,1.6964109634354279e-16,-0.047366464909327735,-0.025761940826261705,-0.13869547341638774,0.785890275016483,0.8247831597584651,0.8204270153355491,0.9714575340480077,3.113431856737725e-16,-0.2375443752350773,-0.22368956965673473,1.4691443881847398e-16,,,-0.014293664948060121,,,,,,-0.5487391136338838,,-0.03137016731963611,,,,,,-0.41438917417556426,,-0.05211963794125421,,,,,,,,,,,,,-0.1485719490218809,,,0.221135300827319,,0.09701983199258417,,,,,,,,,,,,,0.013793314525950716,,,0.7638835226733233,,0.000973235991807722,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1333703377927511,,,,,,,,,,,,,,,,,,,,,,-0.006248863004583167
Ion NumberofNeutrons,2.19781936658228e-17,5.689192290124653e-17,1.1259584758822212e-16,3.3093559226125057e-16,3.4067910644850187e-16,3.941472667855171e-16,4.704068841953392e-16,0.9915750195898945,1.764058629548018e-17,4.9212351353838215e-17,1.1380776910914231e-16,3.168602090112524e-16,3.2269628502183397e-16,3.7620278256793726e-16,4.403219549831004e-16,1.0,1.7796547133782326e-17,4.7624425608165334e-17,1.199670570307061e-16,3.27496973570439e-16,3.403832550394191e-16,3.9127207395685305e-16,4.925919718863748e-16,0.8282583704750462,-2.357498352010311e-17,-5.2423086821791124e-17,-1.255510034297811e-16,-2.8805566118404396e-16,-3.1150536431939004e-16,-3.627860389334108e-16,-4.871522609549865e-16,-0.6782263096592692,7.569205882637139e-18,3.7171346887508955e-17,1.1127927191576038e-16,3.2743741633623524e-16,3.277494848189133e-16,3.798577707768089e-16,4.3309580329812735e-16,0.8452283790144306,2.058265778658341e-17,5.691045785187218e-17,1.1869830323730739e-16,3.2499176099221516e-16,3.4688130895507207e-16,3.987595101600127e-16,5.245963521163053e-16,0.05944791236389165,-3.8164650139877896e-17,-7.536118625547455e-17,-2.9546585212576726e-17,-3.1976088764709237e-16,-3.398292527487923e-16,-3.9196442297752384e-16,-5.253733562139499e-16,-0.01575872725718949,1.833876455720378e-17,4.651053441906281e-17,1.149512965416436e-16,3.2407422190382324e-16,3.2861490574826847e-16,3.8237284554190757e-16,4.502820601766609e-16,0.9981483308464262,-2.1389744634697568e-17,-6.696773410644363e-17,-1.0216869631343084e-16,3.3374315159602984e-16,3.5845687944096813e-16,3.953560210468843e-16,4.960542361986886e-16,0.2843406076827574,-8.109132858115262e-17,-0.21427234485334562,-0.6378476196787326,,,-2.8753232379478647e-17,,,,,,-3.5392974319325413e-16,,-3.381167140920173e-17,,,,,,-9.949778513356736e-17,,1.9366293120378942e-17,,,,,,,,,,,,,-1.1619632914223559e-16,,,2.0491891547945741e-16,,3.3367948687296214e-17,,,,,,,,,,,,,1.3540578503367656e-17,,,2.5253670845188987e-16,,1.0014426720534298e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,9.978817636177465e-17,,,,,,,,,,,,,,,,,,,,,,0.4321537772266853
A1 Number of Shells,0.9785855658855189,0.9475554830828602,0.06585644065837636,0.0750939665193042,0.07590659456426524,0.11532961963818067,0.04957023251211904,4.1380268251064436e-17,0.9535318514722725,0.9258390623328427,0.06547048930041258,0.07790517127000261,0.07840167371242664,0.12047215087790998,0.050971673513440285,1.7796547133782326e-17,1.0,0.964045738645563,0.06691516601292213,0.0688577916840531,0.07013192526092597,0.10423374567935204,0.04601872110105645,5.22723191564292e-17,-0.8747803878135039,-0.8318987147754191,-0.06687430894125934,-0.06632230126913344,-0.06828063458967987,-0.10289299551384551,-0.05314556541651382,-2.6623110312947456e-17,0.9458510936193288,0.9207774802356488,0.0654095079833454,0.07244297619919893,0.07244407262855489,0.11061756296097827,0.0428288407586802,-7.082011157765133e-19,0.9780998310503585,0.9407295714257401,0.06591959714573155,0.05916975675798898,0.061020077344400125,0.08800453674285781,0.04240413628073746,2.3584353039207936e-17,-0.9698295500347951,-0.9296822704101774,-0.05394217091415634,-0.05124383210049282,-0.053171447502929146,-0.07375417773746366,-0.03599247921251562,2.40718165468214e-17,0.9655270117373399,0.936371041338345,0.0656074316017666,0.07687617009142865,0.07748242385306846,0.11856379961244487,0.05037899080514717,4.416609044136541e-17,-0.9371337151371848,-0.8971932194038802,-0.053775743789774275,0.07755068165108554,0.07949929014688052,0.10681597557052205,0.048351336523384685,1.0101888600856657e-16,-0.1557971291116925,-0.14675244694057168,-6.714385162837822e-18,,,-0.704146707723811,,,,,,-0.027497383849302462,,-0.349787163252412,,,,,,-0.031441243952988626,,-0.005125729419763144,,,,,,,,,,,,,-0.058374916347788075,,,-0.0480650974048335,,0.3817938317853128,,,,,,,,,,,,,0.00047394743538687256,,,0.11010537835162805,,0.6948043668951286,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05734763968180198,,,,,,,,,,,,,,,,,,,,,,-0.029876279677630947
A2 Number of Shells,0.9395557259650783,0.9792439423755208,0.060742565040346905,0.07586998161281208,0.07619309811097505,0.11039346834767916,0.039010895057163104,6.418625398389361e-17,0.9136529957473881,0.9554991235988112,0.05963821068439529,0.07585754031683349,0.07605150831625108,0.11283112530882357,0.03833067481701654,4.7624425608165334e-17,0.964045738645563,1.0,0.0657292240394471,0.07444949816680299,0.0749571488358876,0.10409998400001895,0.039393999370756674,-9.295079109596681e-17,-0.8423094698121414,-0.8683082157951951,-0.06516504879734981,-0.07593449866483809,-0.07656232098007942,-0.10627238399766968,-0.04850600502783523,4.921923861128876e-17,0.9010184951458338,0.9465578128275617,0.05947323345504348,0.06955644722265929,0.06955686176420323,0.1028043306501628,0.031046116309911054,-1.1080912565022677e-17,0.9499459575651106,0.9784470219524405,0.0694424009170422,0.07134437162300249,0.07200666527060612,0.09460088435421839,0.041431759914912776,-2.4366297491683033e-18,-0.9434198558748288,-0.9690636784425339,-0.06791666986426458,-0.0668190191071832,-0.06745164917554855,-0.08424694816190564,-0.03888841761806774,1.4023873224631407e-17,0.9259657908233736,0.9668323887890232,0.06001727084563554,0.0758417213955853,0.07608041962768988,0.11189458210874172,0.03849121112903363,2.4826609349280757e-17,-0.9043578557311864,-0.9346309604441169,-0.06783508444134882,0.08245051263304666,0.08285356012705586,0.10653836752876215,0.04135986318661444,3.774005274515891e-17,-0.1296233989003122,-0.12210559694925245,3.2327810242696225e-17,,,-0.705526343069445,,,,,,-0.04856597423062223,,-0.36303782701631593,,,,,,-0.011282573025017954,,0.024458168967199996,,,,,,,,,,,,,-0.06976885802393173,,,-0.027391779875001424,,0.36760434056369107,,,,,,,,,,,,,0.025086978946306848,,,0.08986912260703223,,0.6939127343598281,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04402054796238745,,,,,,,,,,,,,,,,,,,,,,-0.029367360636928127
B Number of Shells,0.061361989213427955,0.07576124578985188,0.9870706831527135,0.12962167528719176,0.1387467422134775,0.140785012800139,0.1579433577198419,1.396278879113111e-16,0.05773505512547542,0.07915572753694619,0.981834452580274,0.12622158419424065,0.13166509613043792,0.13776090260681703,0.16299474297364913,1.199670570307061e-16,0.06691516601292213,0.0657292240394471,1.0,0.13346489634113057,0.14862036226208306,0.14424560324391741,0.14642935531761067,-3.5311239574887754e-16,-0.058521544754305446,-0.03002399418660664,-0.999773497466712,-0.11547245437210125,-0.1416230490465485,-0.11366000841942586,-0.12317628802840958,6.313615289701635e-17,0.053038900903451716,0.07337365505877162,0.9810001418837013,0.1295056480518222,0.1295178600823167,0.14783223439142615,0.16200923510700102,-4.134100371459645e-17,0.07212468749213861,0.06413504385270354,0.9816837539442381,0.12953028497610794,0.15434920870161994,0.13610786066771002,0.12154848046105605,5.754286106346057e-17,-0.07321359027315283,-0.05633157808365931,-0.7951849526087447,-0.12912100313074737,-0.15700506370403405,-0.13630987005196915,-0.1059499795190099,-1.2801375708599924e-17,0.05939118877481796,0.07784350744612493,0.9837017285371614,0.1276571017665877,0.13435629508098582,0.1391684085835327,0.16131528841005277,3.544880261304203e-17,-0.0644124674450662,-0.041554505852301554,-0.7926377966993979,0.13077649878354575,0.1590108932963213,0.13967399360222899,0.14582615141222902,1.4503595924364462e-17,-0.6740633363778284,-0.6347022875390214,7.237312402970124e-17,,,-0.027419451917535805,,,,,,-0.11128387581593074,,-0.04700477471577571,,,,,,-0.0656469316442288,,-0.008294312344425498,,,,,,,,,,,,,-0.863262955266995,,,0.08351592704194945,,0.031336516477183676,,,,,,,,,,,,,-0.010962566453052432,,,0.0962402322162454,,0.05274141597692987,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8660427497911451,,,,,,,,,,,,,,,,,,,,,,0.010497925486636951
X1 Number of Shells,0.07820247708885585,0.08851236374824975,0.12435171990378607,0.9893943566639911,0.9863944173883484,0.9366374867072044,0.7945469243101851,1.1252024445210497e-16,0.08206266550318309,0.09474303174264885,0.12229533125710283,0.9733059229706712,0.9714676662243601,0.9217598636869154,0.7776327582634375,3.27496973570439e-16,0.0688577916840531,0.07444949816680299,0.13346489634113057,1.0,0.9949268846525728,0.947458076419049,0.8121507883063487,-1.6981895671920478e-15,-0.04167769254849988,-0.027659603966832612,-0.13245374551971992,-0.9445382778621759,-0.9308708425234727,-0.8964758397588085,-0.7736249391075196,9.392683037416624e-17,0.07467324662742864,0.0772478630861201,0.12198729384423126,0.944382071730935,0.9443781833037824,0.8972191353748767,0.7544659820282914,-8.569959871113935e-17,0.06363611323634816,0.07354483847171103,0.13980128787183219,0.9716372176130053,0.9610122748509599,0.9222463689156499,0.8016418366833576,1.5622587161609462e-16,-0.057049158984736004,-0.06318741854361024,-0.13407674646837522,-0.944366559335704,-0.9313638662098437,-0.8964580633794945,-0.783167512010931,-2.646107638359757e-16,0.08034500758626063,0.09193752776738041,0.12300229474607186,0.9797768458223717,0.9775487089168212,0.9277015831535823,0.7841098323662128,2.505698624209245e-16,-0.048756910983555515,-0.04066591988753502,-0.13389007907202627,0.9944837203667034,0.9756952625146238,0.9461038202054061,0.8113658811968019,4.3005590305743843e-16,-0.1566797825349166,-0.14754298977954117,1.1208774123650961e-17,,,-0.017335927656406278,,,,,,-0.7641071725239481,,-0.03178253403674447,,,,,,-0.24933850914861821,,-0.029150874615951915,,,,,,,,,,,,,-0.13847944743406077,,,0.2894843205826753,,-0.03178253403674451,,,,,,,,,,,,,0.04462413896376137,,,0.7462686667711733,,0.1130049407016283,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0925426774483378,,,,,,,,,,,,,,,,,,,,,,-0.005083759021270732
X2 Number of Shells,0.07588782553344081,0.08554901836851969,0.14052474412130014,0.9860281780576264,0.9891511880103421,0.9498487107947108,0.8178339195200888,1.2349653997971591e-16,0.07819115794543509,0.09032171778467117,0.13861199163000398,0.9709829200923271,0.9728079546115838,0.9343381251444234,0.8011630025709987,3.403832550394191e-16,0.07013192526092597,0.0749571488358876,0.14862036226208306,0.9949268846525728,1.0,0.9616399737100952,0.8346016670594321,-1.735282654240125e-15,-0.04691844553141315,-0.032153640066809576,-0.14776690823199973,-0.9372138360928459,-0.941553078148742,-0.9063081984615093,-0.7953461840790585,1.0624689760422626e-16,0.06904807214123287,0.07090389544961961,0.13832361823269493,0.9430423991378212,0.9430466786519167,0.9118001863327881,0.7766610617020681,-9.29955099432527e-17,0.06778812789535954,0.07702866161032056,0.15323676941182598,0.9640767187554683,0.9702412954302505,0.9360004680003504,0.8222471716536196,1.4449101280276706e-16,-0.06302556859761947,-0.0685015028090283,-0.14153739359187817,-0.9358232371998038,-0.9417329517066808,-0.9109413644820334,-0.8019607120207745,-2.517862596356454e-16,0.0771122379788672,0.08810972519489872,0.1392720632809204,0.9770873248372484,0.9793613817266602,0.9405560078603975,0.8075529296467042,2.512740782252419e-16,-0.053581081937439386,-0.04472758687896877,-0.1412869431427496,0.9890814186604163,0.9900478508835127,0.9594955326481993,0.8340700537926578,4.290395972326659e-16,-0.17221484686693858,-0.1621675755947105,2.1800953725033278e-17,,,-0.023335767307874126,,,,,,-0.7713329553015298,,-0.03792062187529514,,,,,,-0.25198507250776064,,-0.006539963713330166,,,,,,,,,,,,,-0.14774114774114805,,,0.2920813293754259,,-0.037920621875295116,,,,,,,,,,,,,0.03688753839946566,,,0.7537667159218263,,0.10847554812055012,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10945318770989057,,,,,,,,,,,,,,,,,,,,,,-0.0028087202081560603
X3 Number of Shells,0.10021035851290129,0.10452986495059553,0.12886193210454902,0.9362291432308971,0.9448211833714797,0.9899294286312906,0.8446025703735337,1.9159967661630483e-16,0.09739207529911324,0.10416140438296255,0.12562244381357235,0.92034746233648,0.9254377681300987,0.9749716994284262,0.8278074858722868,3.9127207395685305e-16,0.10423374567935204,0.10409998400001895,0.14424560324391741,0.947458076419049,0.9616399737100952,1.0,0.8609160647753276,-1.8437145065080485e-15,-0.08599397995695918,-0.06842008138798746,-0.14241792243650223,-0.8923972986986383,-0.9131319394213868,-0.9466595007637345,-0.8328793978697482,1.5967705935506521e-16,0.08573328039198541,0.08268732269992853,0.12514217762395533,0.8948746765308447,0.8948862274494224,0.9482838462240557,0.7953703811579927,-1.1011385364255417e-16,0.10910968305277058,0.11358410630265652,0.1576720549598827,0.9212524586830105,0.9426644625646223,0.9719115930022355,0.8505017364954465,8.012869474905979e-17,-0.10855608808759136,-0.10976431719950538,-0.1658436353666104,-0.8966936574578541,-0.9198711030487009,-0.943439029080055,-0.8272778134296277,-1.901411949432517e-16,0.09857727293332004,0.10421602132193597,0.1267294329619447,0.9267413982485271,0.93303096876115,0.9809613924344455,0.8341348788966131,2.3568646223983e-16,-0.09458191445884757,-0.08238968068349006,-0.16575672540382774,0.9580635862482627,0.9773086681897126,0.998870762904429,0.8627142961177381,3.891704613356224e-16,-0.1445159866498004,-0.13607411217790927,8.449152549732911e-17,,,-0.05702659485122036,,,,,,-0.7737413802997608,,-0.07128324356402521,,,,,,-0.2342619929333977,,0.04261862414622323,,,,,,,,,,,,,-0.1670934706092014,,,0.2777188895771941,,-0.014256648712805145,,,,,,,,,,,,,0.08275480524872242,,,0.7528371992102536,,0.10237813937779841,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0827548052487227,,,,,,,,,,,,,,,,,,,,,,0.004114855215140663
X4 Number of Shells,0.04433876082350585,0.04334563064400212,0.1411712676302535,0.8078291151254765,0.8214280643602181,0.852518518236159,0.9899609272704538,2.5521556231933394e-16,0.041662808549970266,0.043718727138351884,0.1397862054104329,0.7973180985366152,0.8054184562328671,0.8400075877793705,0.9755465475992658,4.925919718863748e-16,0.04601872110105645,0.039393999370756674,0.14642935531761067,0.8121507883063487,0.8346016670594321,0.8609160647753276,1.0,-2.138965391214009e-15,-0.044357879949269735,-0.018260064538378307,-0.14594940327765088,-0.7552390715349018,-0.7911647880967655,-0.795219628654374,-0.9402219024998005,2.6034174038484085e-16,0.05322002259604581,0.04399408272309588,0.13957445206136138,0.7790967182052834,0.7791149784994296,0.8282890081691436,0.9492350987179341,-1.3940997875763818e-16,0.04221765346636957,0.04105726220771362,0.14774683546242312,0.780800281979005,0.816090262352412,0.8308091534055838,0.9690145572227992,-1.7152461260135238e-17,-0.042341934478053865,-0.03717142937845072,-0.12916780977961428,-0.7563276114873755,-0.7952361806206861,-0.8082314628783825,-0.9364851268057961,-1.6795210540876515e-16,0.043175935685896914,0.04383329399185057,0.1402681223238901,0.80173743762693,0.8117186304626786,0.8452191482391801,0.9812628817026783,1.854081725004441e-16,-0.0473823421415883,-0.026960369248861728,-0.1288646505521264,0.821632367891934,0.8581335881001729,0.8564570906547045,0.9987691882042098,3.3047102825026385e-16,-0.17406194888970622,-0.16384065649899646,1.524385968745587e-16,,,-0.017533968438160748,,,,,,-0.6953533890686312,,-0.03214560880329428,,,,,,-0.2630607561515477,,-0.03494386493914813,,,,,,,,,,,,,-0.13700328873002426,,,0.27630335693571356,,0.08474751411777558,,,,,,,,,,,,,0.01938637857849736,,,0.7029977565178616,,7.20799039966941e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11631827147098586,,,,,,,,,,,,,,,,,,,,,,0.037630274183262355
